key,source,target
/F372944747E944695AEE388A2D2EC8DE, Vol. 5: Fire,
/B5CF56D4401907368F432DA641920E7D, to Skip,
/51B17CF7445B099D8994A69F38DCE9C5,"""A tale like a maze, now hidden away,
Waiting to be brought into light of day.""",
/8B26B690410AEBDAA05FB4B57265ABB9,"""A tale like a maze, now hidden away,
Waits to be brought into the light of flame.""",
/55CB909549E16346BC6E158149573AAD,"""Add to the west channels, remove the west channels! Make a maze out of the west channels!"" 

It seems like every day there is a new demand. 

Do they realize that the eastern channels cannot possibly bring enough Flow down from the aqueduct to sustain the generator's balance? 

Now they build statues covered in riddles. Preposterous. I might need to have a discussion with the foreman today about returning home.",
/1239AC424077220D3614B7A8AEC83E0F,"""Closed by order of the Mayor!""",
/283937FF4D6F2569DA645BA710CF1624,"""Closed by order of the Mayor"".",
/897010AD40143D3D11F0C2B760D59220,"""Day 47, I've always wanted to see the Great Bahari Wall in person. Some say it's ugly, but I think it's ... beautiful?""",
/1964C61F46F97BAC277D70AAA2E669FA,"""Dr. Fortuna's All-Natural, Mushroom-Infused, Age-Defying, Multi-Vitamin is now available at a store near you! Present this coupon to save 10% on your first bottle.""",
/C63F40F947BBD065E2133F81A3935FDD,"""Even when I am lost, the beauty of the waves keeps me company.""",
/05FB09F24A08C618D1F2DDA87FA1B5CD,"""Finally, after much sacrifice, our intrepid researchers have found a solution deep in the heart of the forest.""",
/0EFCB70A4018BE64045C989448C59368,"""Find my twin by falling springs, it awaits for you with treasured things.""",
/56F80A3C402341B6458B81B649048FB1,"""Find my twin by rolling waves, return for treasure from the ocean's grave.""",
/6E6ECFC641CC956038FCBCB921A9BAD0,"""Firing a shot shall light the way,
You simply need the order engraved. 
Above the gaze of your burning eye,
the code to entry you shall find.",
/E73B75D4470508110C43C2A323F2F6F9,"""For millennia, Humankind has searched for the key to immortality.""",
/8E5655CF49B38974DFCACBAB549DB3C6,"""I explore to become lost. In those moments, I find myself again.""",
/037C7D454E0BD60A5A22DDA14567AFB3,"""If I am lost defending what I love, I shall live on in it forever.""",
/6E3592F142B511761F65C88E65E6AFDF,"""In figuring out the clue rests in this fountain, you deserve much congratulations. But gaining entrance to the library requires passing but one final test. You must find a stone that represents the sands of time. Slip that gem into the hilt of your key, and you shall have your revelry. """,
/CD5E9C3C411F271F538C78A2BAFF9C4A,"""My wisdom was found in the earth.""",
/911FB69A47DC81BA863E64BF91863ACB,"""My wisdom was found in the ruins.""",
/FD629D6F4C40F21D53F438A08B3096E7,"""My wisdom was found in the sea.""",
/EB78DAC84E93B8194BFA99B3542D5A88,"""My wisdom was found in the stars.""",
/54AB032C46FAADA599342686C2B1686F,"""My wisdom was lost in the earth.""",
/419E228E40784E27BE45CC85E3744593,"""My wisdom was lost in the ruins.""",
/6638C27E48E206DDBC983485CF159FDE,"""My wisdom was lost in the sea.""",
/E22C5D27426635BF01E739A4FF25205D,"""My wisdom was lost in the stars.""",
/BFE2EE634E5617A9BE1CDBB66CE6DF73,"""Our trust can only be passed to those who return it. Take a leap into the unknown and earn it.""",
/E6A6EE5F4BAEBD7210A439A2711625A6,"""Respects paid are returned in kind.""",
/357572A040D16AFFC8A9BF84CE12B115,"""The Kitsuu's Revival"". This may be my best work yet. Such a simple story, and yet it is still moving to see it come to life in front of you.

I miss the simpler days when the Kitsuu played outside my childhood home, singeing mother's flower bushes. She claimed she hated them, but never really did anything to get rid of them. Even then, I could tell it was an act - her eyes lit up with hopeful fire every time she saw one. 

It seems there are less and less Kitsuu around these days. Then again, that is part of the reason we are doing this. To give them a chance at a better future... one we may not be a part of.

Seeing a Kitsuu still reminds me of my mother, even now. I hope, in preserving this legacy, I can preserve a small bit of her too. ",
/65E9F030451FAFF239C07E906FB62DDB,"""This chamber was added for your protection. Do not give up your faith. The king shall free us when it is safe, and our people will roam the land again.""",
/C298A6FA48E0F7DA11602A8C76515A5C,"""This was left to reward the greatest of seekers. Display your mastery by finding the seven items, and you will recieve a treasure in addition to your trophies. This is a test, not tribute - we shall not take your finds from you.""",
/AC6B3FE644D770BEC634B0980F9D812D,"""Trial of Courage: The drop below is long and deadly. Cross to the end and prove humanity's courage.""",
/99AFB4994FEE249BC1AA75B4F97DB9C4,"""When I lose myself in the sky, I remember how even small things can make a big impact.""",
/E436294949043597A9B8EEA497C02F19,"'{character_name}' requested '{item_name}'!",
/D4AB3DC144FA058673FFFBAD6751ECC3,"'{quest_title}' quest was completed!",
/AD67B37742CC953A44D93ABE4D19521F,"(On a note taped to the inside.) 

Tamala, it's time you start gathering your own spell ingredients. I won't be your errand boy any more! - Hassian",
/1C7B08644DE09FE2FE6F468540C9C51B,(Unconditional Affection),
/C88AB9EA46C8E3C241B02286B8D95FF9,({ErrorCode}) There was a problem with your place in the queue. Please try again.,
/B01CF7BF42BA219AEB787AAA5A31863C,"--ion and saute in butter with equal parts garlic and spice sprouts.

Once the mixture is fragrant, soak in water to create a rich broth.",
/A49823C548E78241E0B88696E2E4F16B,"--rels. Finally, top it off with a sumptious spice sprout reduction. And voila! Perfection is served.

Now if only my boss's disposition could be softened so easily!",
/C5238FF644E5AE02A3BF548E7ACB0C79,"--succulent. To make Akwinduu Chapaa, simmer a Chapaa filet in a decadent bouquet of garlic and mountain mo--",
/C06C20C8457CC1F608C9B0BCDA04B0DF,"...And there I was in the dense rains of the Dari Rainforest. I heard the scream of a helpless woman before I saw it approach, the beast I had been chasing all along. It was non other than the notorious Gorgon-Ape.",
/3CDB73DF4A5A38BF612B2BB64C9A52C2,/clap (Clap emote),
/FDE66CEB41E69A647D8AFC968932ABB5,/clap (Much applause),
/CB379A01428EB46656B413B4682AC325,/kneel,
/34AB4B494208D5259B335B82763C92BE,/laugh (Hearty laugh),
/2FE6FC974E4C82EE384400BE957C4033,/laugh (Laugh emote),
/C47F0C98489E429B0D35D3998A8C531D,/no (No emote),
/96514FF64BB8CA46191FB2B9FBD8D855,/no (Shake head no),
/3CCC507F49E7401737451E8342CAAC9E,/point (Point emote),
/DFFC30644704C7A71697E8AA5E2BEB70,/point (Point in the direction you are looking),
/7F4DE0F740740D30D50D9D8EFDADE17A,/sit (Rest your feet),
/E3ED037B487348D17EC8C592D4C40985,/sit (Sit emote),
/05D42CAD40C819C9F8BBE3877BBB897E,/surprise (Surprise emote),
/9FF61AC046C1C200BD869A9DF2DF2851,/surprise (Surprise like whoa!),
/994D4A894E3001089BA1EC82C7F23410,/wave (Overhead wave once),
/1F40DF814A14C5E6569C5AAC888A4C76,/wave (Wave emote),
/FF5A53A24D4CAB6CC52618BDE0069E58,/yes (Sure),
/15E6FF8242B82B55479AD2B794C1E397,/yes (Yes emote),
/DFEC9EBD489B1D2910F80BA263630667,0,
/0A22E2F344E4B776CF25D0BD60FC700B,0:{Seconds},
/2C7D03394776D760F98982B3957DA20A,1,
/589CD18F4284759E4799CAB5CEDC2A63,1,
/C66FE58F4EE787C7FB3BA98E3EE25D2A,1,
/390D08DD45CA716188397AB7519045D6,"1 Heartdrop Lily
1 Duskwing Butterfly
1 Hypnotic Moray
1 Heat Root
2 Spice Sprouts",
/0E6A88714E39941CD7FD3A986FC9A8DD,"1 Milk
1 Flour
1 Egg
1 Sweet Leaf",
/CD4FE5A74BC5BFFBCAD472991E54D38C,10% reduction in hook time per stack. Earned when a nearby friend catches a fish.,
/628CFEF947B60A9F1342179CB584B3B2,"14:32 - A Bahari ship stopped by to acquire permits to sail to Inyrevn. Despite my pleas, Jabarii has chosen to depart with the ship.

22:00 - Nothing to report.",
/F26514F64A72AA6A94FE74B88370AF8D,"15:10 - Saw a passenger ferry leave Bahari City.

17:12 - A ship arrived with preserved fish from Barafuu. I issued them a permit and directed them to dock in Bahari City, but they have no news of Jabarii.

22:00 - Nothing to report.",
/92D45AEB4021A50CB169EC85D207C9EC,"18:48 - Two ships passed by without stopping. They seem to be making their way from Bahari City to the Capitol.

22:00 - I cannot bear it any longer. Regular mail is useless when I do not know what new address Jabarii occupies. So for now, I will stand upon the dock and throw my messages into the sea, praying he will someday pick one up from the shores of Inyrevn.",
/0BB032B84E6B68E09BEF26B95DC282E3,2,
/13203C1A4CA8ABB476734F89C00DAD5D,22:00 - Nothing to report.,
/64DA46034A34F44EEF1796B1FAD6CBA4,22:00 - Nothing to report.,
/5AEC6FB1430E2B25E53A4DA4D872A65A,"22:00 - Nothing to report.

23:42 - Jabarii and I had an argument. I thought it was trifling, but he will no longer speak to me, no matter how many times I apologize.",
/7DEC63704638AC245C9A5E8E8A8B0165,22:00 - Nothing.,
/A64AD8ED4EF3DB02B9367C81A0ECA50F,34.5MB / Sec,
/4551FD944BCCCA99B7919BAC87AA106B,99999,
/AD5C834E4956D72D5D3147ADABD6485E,"<img id=""quest_qualitystar""/> {goalDescription}",
/6F487A0449F9B651DFC48AABB68B6F62,"????'s Home",
/F61B3FBD43677A31900DEB8DA9A292D2,"A Best Friend's Concern",
/F656BFFE49AB8BD37CA6D6B8FA25DC38,"A Best Friend's Concern",
/4A39FB19499B9017D098CDAE8C9F1468,A Big Harvest,
/10B2091444CF6FB9E0FB49BAD6170DF4,A Bigger Bag,
/44DFF6734D45FEC0D99F1498E2B7D65A,A Bigger Harvest,
/3CD461F140839FEB57F5BEB88F3DEE50,A Bit of Intrigue,
/3E3C4B4C4DA896E640DF2CAFB27536C0,A Bouquet of Sunshine,
/84C73E8E4073E6B3EA566E936264FDD4,A Bundle Of Tomatoes,
/54A5646E406C07538367029A1C661D22,A Bundle Of Tomatoes+,
/CACCB9FA4A7874E0E1067394EB796048,A Catalyzing Caper,
/ADB94B6D450273D2517B0DA517F649FB,A Century in the Making,
/1ABFF91F4C4717105DA947A125F5339F,"A Century in the Making, Part 2",
/02FB5123422D588DCE93448AF38E3017,A Collection of Selected Haikus,
/3AAAF4614C5E0C0FCC8A4FA20F603198,A Date with Destiny,
/93895A234115EEA7E6481FB2C3933EF9,A Date with Destiny,
/3CE76C674C38CF99E6932D85F8323F4B,A Family Dinner,
/A8C364794D476F31B6B836BAA683C9C2,A Family Dinner,
/42EFDC754ED0595C663C05A0302B8ADF,A Family Matter,
/280D7D7742960F08BC1A338ABF5A6981,A Family Squabble,
/BB0EBA754EBB02631DC7BC90F662FA83,A Final Tragedy,
/2C501F794EADDAF797B4E0BA30D01117,A Haiku,
/B414BDF84917236CC8B67B8F2AE54961,A Haiku,
/4862856E41D89258CFF8E5BB17768D84,A History,
/B891B924490B76995399AF82B023A90A,A Hole Lotta Work,
/9F6BE2664C0F307B337322A89E1A2A69,A Life of Grand Adventure,
/D79A73EB4FDFA90797FB8388E97423C2,A Life of Grand Adventure,
/1586432D4F3177B69E0007B4E994A5BE,A Little Cough,
/E36CB1C34FA671B1BC558C8879256293,A Little Shy,
/CDC95C204BA6A8C04F8AD5B32793E74B,A Little Spice is Nice,
/78862CCD43C2F5DBE751C9BD3C3482AF,A Little Spice is Nice+,
/21B064CC4C5399DA6F2E61BA027E65E8,A Look to Dye For,
/4E4BA9214C81446E395B3F808E561662,A Memorious Adventure,
/77E583864C5ACD359EA137A112FC111A,A Most Dangerous Entomological Expedition,
/B6F5D3AD42A4710C0EFFA4914A7D3C75,A New Challenge,
/7940E70F44ACE0207A41BA8C8256BB83,A Perfect Pearl,
/6D2C19DF4F32F58C2D506EAA8987A497,"A Pin, A Promise",
/73F02C6242D7B383007A05ABBF008C03,A Place for All,
/33D1BDAA4547DCF1C48DC09C874E179B,A Poem by an Unknown Scoundrel,
/AACB995F49002AB0E15C3DA00A1EC4A4,A Romantic Surprise,
/AF5ED34A47686A8891ACE587EEFF3621,A Romantic Surprise,
/77E5A22A4EF21FF48196A2B9E06CCA81,A Scheme Involving Pyramids,
/853C1E8242DED09D151D76B60401E08E,A Special Play Date,
/3EDDE2AB4FAE23562C64ABBF7AC47735,A Stack of Copper Bars,
/6EC0EC9C4C142BA673D6159965AEE99C,A Stack of Copper Bars+,
/1AFAAA12499DC6DE540E60B8A98B6386,A Steamy Summons,
/495D4CDB4424F688B34C02B2E03D4AD8,A Steamy Summons,
/BF964E6649BCCBE10994EE8A1A981417,A Storage Solution,
/35CB1338423E764EF0AED7B6F49036EE,A Time of Iron...Bar,
/0CCAEDD64B4CD545B70C8B96E18688ED,A Time of Iron...Bar+,
/AEF4352E423319D0B5B2599888B26A13,A Timely Reflection,
/BDCD9EE74AD442A5E7111F909EDBD3B3,A Village Without Wheat,
/A1A528B44BF2B1FC7D52239578ECF62F,A Village Without Wheat+,
/99C2E9DE44242FF2F0EA8A84C2AD8FC7,A Wish for Maji,
/3140F0DB4D39C646BC07C5ABF1F16EDA,"A book detailing the various medical uses of natural animal products, including antlers. Kenyatta appears to have marked it up heavily with study notes.",
/2B4B091F4D87C43D08C331874F49EE04,"A book of poetry. Each poem is signed by Hassian the hunter. Several pages look like they've been ripped out.",
/EA4C365149AF7365537DB8B2EF3B9B47,A bowl with rust on the bottom. The inscription has been worn away by time.,
/1EDF2B9B4C2571E7FD60428C674CBF1B,A candle representing mastery of bug catching...,
/498A9F6B435D154943E11BAE1D10310E,A candle representing mastery of bug catching...,
/84EC43214F2162890B1D09B1B7636714,A candle representing mastery of bug catching...,
/2E10B2B74D816B2A096814AAA3978C94,A candle representing mastery of earth...,
/4136D2754EF1EDEA502589AF98BC14C3,A candle representing mastery of water...,
/BCF0CD2C415ABD746AEE849EDD6229DC,A candle representing mastery of water...,
/33BDB2D34158DF9AE18D0D9C37EEFFB6,"A chef's knife buried in an old poster. You can barely make out the letters ""W--T-D"" in red across the top of the paper.",
/F005EF9843243B9DA5E261BF7BD7898D,A crate that was recently broken into. It looks like a shipment of Sweet Leaf.,
/76E323F145B9C128BAE9BA971E4AB0E7,A decorative outdoor lightpost.,
/BFAAF7AE4E18AF743061049A19D6EF21,A domesticated animal used to produce milk.,
/22C5A012449607C1BF798D926336C039,A dragon instrument (T3) & must be near the Rock Island Triforce.,
/C92E1A604083F40B2BDD4899069B3E36,A dress Jel is working on for Kenyatta to wear to the Bahari Bay ball.,
/CC59D0594A537026DCB28781FE50F660,"A facsimile of a human baby made from a potato, buttons, and a piece of cloth.",
/152A69C24E2640233ACAAF9C09920A8D,A female Piqni. Produces eggs daily when fed.,
/B88525B94357B07D64F6E6909945A47A,A few spices here...,
/484902EA49F01A223A620AA7159F5A7C,"A glimpse of dark curls and his soul sings a chorus.
A sly witch approaches, his heart is in throes.
The Hunter parts the veil of the forest.

Her heart is a fishing net, picky and porous.
Love, it sieves through. Admiration, it holds.
The world stands still in the realm of the Sorceress.

The light of the sun hits the Dragon Shrine’s toruses,
The start of a doomed, new love is foretold.
The Hunter parts the veil of the forest,
The world stands still in the realm of the Sorceress.
",
/2CA2E6E14E9549C4E69CD79E0586526C,A large Apple order came in and we need help filling it.,
/FE68641041700A78F95356A737370A96,A large Apple order came in and we need help filling it.,
/3342F9D44F77A4E7ACB4EBB075BE89EE,A large pile of fur that appears to be naturally shed.,
/59B4509B403872C582876DB57835F938,"A little bird told me your potions progress has been truly stunning. Lovely work, darling! But your training isn't over yet. Come visit me again and we'll have a little chat about next steps.",
/C3E28C444450B909B5E0558A53EC8B0F,"A little bit after you left, Zeki stopped by and we talked about some of our inventions. He's got some really cool ideas. It's... nice, talking to someone else about this stuff. Even if he did make me kind of nervous at first. I never know if he's joking or not, but he was actually really easy to talk to. I've got like five new ideas to work on after the suit! In fact, I better go write some of them down before I forget. I just wanted to thank you for sending him my way!",
/4D4600D345CE70A3B1C1D6AD0715D07C,A locked box. It looks like it needs a key to open.,
/7D4631B24E2FB963945DC3AEC4767148,"A locked box. It looks like you'll need a key to open it.",
/4C46622A4C5B971F7F1C68BEFA85FE78,A mural depicting a powerful hope for a different future...,
/E024D18C4A8C2ED89BC8FEA4AD0D612E,A mural depicting a powerful hope for a different future...,
/E3AABC55477FEDE34949B692C2E210E6,A mural depicting a powerful hope for a different future...,
/163AE0C9427403111E525EB974019283,A mural depicting a tragedy that would change things forever...,
/9CB4DB6D46A78CB369746891DCA93D6F,A mural depicting a tragedy that would change things forever...,
/F58E2C1049ECFECD157EB29B4499E6EC,A mural depicting a tragedy that would change things forever...,
/0880FC4C4C29E19C255AC984676D2B27,A mural depicting two lifelong friends meeting for the first time...,
/F256577C4777046CBF8DCC91784AFE4E,A mural depicting two lifelong friends meeting for the first time...,
/2FA5F5E446CD8ABACF37ED806F50DD4A,"A mural depicting two lifelong friends, reunited once again...",
/653868AE43D8F2E77198098B2E3F39F2,"A mural depicting two lifelong friends, reunited once again...",
/9A6642364848659B4633BFBDC472C65F,A mural of a Phoenix with her wings spread over a human child.,
/ECA6034948794E54AC0C7CA6FAFE8A8A,"A mushroom that's upside down for some reason.",
/5581E1544359CBF54A58098D7EB30787,"A mysterious creature sent you a letter after you gave it a blueberry. It wants something that smells tasty, coming from the barn.",
/5A74D9364D312789E9DFDBB3A2EA22B6,A pen for these loveable creatures.,
/9B67A6FF4EC7EA296410A4ACA0E4AF4E,A perfect Trout Dinner consists of one Prism Trout grilled to perfection seasoned with chopped spice sprouts and just a little bit of butter with roasted potatoes served on the side.,
/CF5C06BF48D249FCBF2D7AAF77686669,"A pile of newspapers from the Bahari Times. At first glance they all seem to be the same issue, but you quickly realize they're two weeks covering the same news story each day- some cruise the Duchess and her wife took to Inyrevyn. Must have been a slow news fortnight.",
/8C00587D4D2F2E584966DAA12DE8824C,A quest has been shared to your map!,
/E86ECF5E46246F938919D5A8EAA5BACA,A quest on your map is complete! Go collect your rewards!,
/9C4130D34DBEDDA95F109595ADA229DE,A recent food drive is looking for bundles of tomatoes.,
/D7347FF44DE5DE2FE68F1191E85F3B89,A recent food drive is looking for bundles of tomatoes.,
/9512D92747D1770EAAF35DBBAAE5F5C5,A sachet of mysterious brownish powder.,
/66F25FC4490D5B6A021ADFA63A1B02DC,A scale here...,
/80F836E04C8154CBBF7A07859F3D2134,A seed is already planted here!,
/D0E32B3B4965F883948511897B939638,A shrine to the great dragon.,
/87510DCD4C72DE2650B5639BA6EC0E0C,A silver instrument (T2) & may only be activated at night (9pm-3am).,
/78A873644ABE27B6D6FA2496B1F6686C,A silver instrument (T2) & may only be activated once per day.,
/9657F5B24EC36921DA23E0AB42D15096,"A tall candle meant to ward off otherworldly intruders. Great for sleepovers, seances, and dimly lit mineshafts.",
/0447C89D4D6D866AB7C09E80399358C8,A torn long-sleeved shirt made of fine material. It is stained with a concerningly vibrant red.,
/DDE720EE4444B82BC75101A43966F4EC,A torn page from a cookbook,
/055AAE6B453EFFC9BF61FC8E8BB5AEB3,A torn scrap from a cookbook,
/A604B053458D3B5F4C4EC7885DFAFD47,A torn scrap from a cookbook,
/B8F6EC9340F6645B80770CA659B8C474,"A victory well earned!

You scared me there for a second, but it takes more than a slip to get you down now. Indeed it is time to bask in your glory. To look down upon what you have accomplished. To let friend and foe know The Tower was not enough for your vim!

Well, would you just look at the time? A lass here just yesterday reached the top in record time. I’ll have to put something else together.

Until next time, friend.
- TD",
/A048120D4327A67EDF6646B28D58C9E9,A wing there...,
/F4C954A1449BA77420773598D3E845B6,A wood instrument (T1) & may only be activated once per day.,
/5B7617F24E254BD2D60A8788FBD4CF10,A worn silver signet ring with a Proudhorned Sernuk emblazoned across the crest.,
/814E14EC4ADDD1B7B5F7A1B048B84B23,A-muse-ing Acquaintance,
/03BCE8D944089ED69EC58A9B5EE4EFE9,"AKIDA TRIFEATHER: ""Beloved mother, bankrobber, and pirate queen.""",
/96199E274858F9B345DFB7BCD06534D3,AO,
/ADD7CFB24235D83F9CC7388E2923DB12,AO,
/603258E94EFFB55CCEA72FB387889B7B,"Aaron White
Benjamin Sauder
Carol Bertrand
Christian Sirois
Ian Ames
Ira Goeddel
Jason Bender
Jennifer Woodson
Julian Dasgupta",
/126AA324477D96EC5B3E0BB6B62713E4,Academic Ally,
/6993B21448BD7184D76DF29313EDD7DE,Academic Associate,
/72903BBC41F1F97B7C18629959BE161F,Accept,
/1B19A2C644F6376961D1B88C37E9A4BE,"According to Sifuu, you’re one of Hassian’s closest companions.",
/76860C2D4A42B64D5BAF7A8BAFAB7962,Ace,
/919414CA4618DF711DD35F96938501B9,Ace,
/FCBCF7F44DA8DDC6210ED089FC7E49D7,Ace,
/17545E5541518100FBCCF084517BA9FC,Acolyte,
/C601956C480A6EF62F5A6EA3E0648BFC,Acolyte,
/F0CEE0F145F4DEDD30A2F491E70DBF2C,Acquaintance,
/07FBD53144258C7F256DE88587278ECB,Acquire a Glow Worm. ,
/082102614B0261490B71E9BEB0820A15,"Acquire a Villager's Pin",
/D0879E9048427E5069F19A97B598B6CA,"Acquire a Villager's Pin",
/47713E6946257CD28680F5A1D80D092E,Active Hoodie,
/9615A2FF493A2C444C40ADAF9C51AE5B,Active Tee ,
/E4D6A22E4A10EFAD6A6FE78428034285,Add Friends,
/0CF6358141FA5FF9AACE909FCE8A9B28,Add new Friends in the Social Panel!,
/34D3F91649202F531EF46CB9327ABA09,Admiral,
/DF54C4FA4C7028DCF1B873A54EB8FDBD,Admiral,
/236D842A45CE00F4860F1DB47D7883A7,Advanced Sawmill,
/2ACDB55C442A5C88AA8066B00915D9FE,"After I freed the huntress, she invited me to share a meal with her and stay the night at her tent. I accepted, but I didn't get a wink of sleep...",
/C3D9DF8044C04247022A53B0FE9CB444,"After a long day of helping out around Kilima, it's time to head home and relax. Perhaps someone will stop by to congratulate you on your good deeds?",
/5E51FEDC4722FF044BDA1B918FEE7302,"After centuries of war, the kings and queens of Palia's feudal monarchies united to form the First Council.

The First Council divided Palia into thirteen states, each ruled by its own king, queen, or elected Councilor.

It was during the early formation of the Republic that the First Council outlawed the use of magic, with the exception of usage by the Order itself and the independent state of Umbraa.",
/FB8FAAF64866F670436274B4D089C5F3,"After deciding she didn't want your first gift, Tamala has requested you procure her an even harder to catch specimen. ",
/01475BCA40E017099E8AD99CD2CE1D51,"After dough is made, shape it into a crust. Fill with filling. And add in the secret ingredient. What's the secret ingredient you ask? 

Delaila told me it was love, but I think it's actually just lots of butter.",
/47D4A5BC42A011D2737E208DC855DE9A,"After my quiet moment of reflection, I looked up to see the most beautiful women I'd ever seen gliding down from the tree. The huntress wore a bow on her belt and introduced herself as Taylin. It turned out she'd also been hired by the Dari to rid themselves of the Gorgon Ape.",
/AE7E82224B4B800F39535A962E01BF50,"After the beast was down, I ran to the source of the scream. It was a beautiful huntress, bond and gagged by the Gorgon-Ape. Her shirt was very wet since it was raining and she was breathing heavily since she was tied up.",
/2F5065CE423EC4BBCCEB649F9535C6A9,"After you've proven yourself in the other three virtues, return to Eshe to see how you can become part of the community.",
/110F21D44BB79E883FDEA3A00ACE4324,Afternoon Tea,
/0393BA464FC0AC664932749D6A7845A5,"Ages ago, before the time of the Great Dragon’s birth, a lonely Phoenix lived in the Land Beyond the Veil. To satisfy her great Longing for a Companion, she created Man. The First Among the Men she created was called Mudan. Mudan’s bones were carved with the stone of the Kilima Mountains, his flesh was formed from the clay along the Nyoka river, and his heart was a pulsing Flowstone.",
/FA3E05D64D62585398F715B6A0D26620,Airtight Plan,
/3564A1E7416C8F163275F6B047DFDECD,"Airtight Plan, Part 2",
/7D0EBAF24D4A2786C0A7BFA8CB5FE100,"Airtight Plan, Part 2",
/210E444C4849524432C13A91993C4C4A,Alchemy,
/1D4957B2408292D630658BB1C8861AA3,All Captured! Success!,
/D1AAE63345EAABD23D9EDAB4B9E844DE,All The Colors of the Rainbow Trout,
/E9C7E78B4E33F0B03F9022B2F3956DC8,All The Colors of the Rainbow Trout+,
/4E03ADAF4CF1D59DA47C6C935A158775,Ally in Adventure,
/80455EB7469E2D91341F7CBD1C285339,Already Fertilized,
/ABBBB85B4097A2F66D98DDA484C676A6,Alternative Arcade Machine Ideas,
/123267FB485F1BEAB4984DB09F882941,Alumni,
/87B6198C4531979D7D692F89647059F7,Alumni,
/8D88C4A24D480534FAD59FBA3C923312,An Adventurous Memoir,
/3E7FFB02463774C7CDFEB1AA55FB28F1,"An Ancient Explorer's Logs",
/812426214DD27A1709A8FE8DEF67BC02,An Apple a Day,
/2D20FCB84081011E681ED8AF12C4E39E,An Apple a Day+,
/AA7169EA47C52FA08695A89006AEBB61,An Existential Conundrum,
/C1FDE3B448DDF2856224B6853804E7AE,An Existential Conundrum,
/9FA210C14518AF29E751B0A674375BE2,An Important Inquiry,
/0EBC354D47C16B03FED1F9ABD0D818EB,An Old Letter,
/CA170C24460EE6E9E4F4C69BEBCB336F,An ancient Phoenix statue given to you by Jina.,
/82E91A2948A855CE59E7A88951F42DBB,An ancient shrine. You sense great power deep within.,
/5C7A4F394787D01557F74BB7304AD9EE,"An empty crate labeled ""DYNAMITE"". You have a very good feeling it used to house dynamite, but there's nothing in it now.",
/D0328F9E46BEF5C1CD62BE967EA39592,"An odd Majiri shrine, watching over the campsite...  something clicks as you put your hand on it, and a book falls out.",
